Date,EUR,USD,CNY,JPY,HKD,AUD,CAD,CHF,SGD,INR,ILS,CZK,DKK,HUF,MYR,NZD,NOK,PLN,SAR,ZAR,SEK,TWD,THB,TRY,KRW
2014-06-05,1.2333,1.6792,10.5031,172.0508,13.0183,1.804,1.8396,1.5031,2.1103,99.5094,5.8251,33.8652,9.2032,375.0604,5.4213,1.9844,10.0833,5.1028,6.2982,18.0301,11.2247,50.46,54.8343,3.5339,1712.7
2014-06-06,1.2309,1.679,10.4934,172.1982,13.0168,1.7992,1.8355,1.5005,2.1016,99.3548,5.8093,33.7966,9.1853,372.482,5.3946,1.9751,9.9989,5.0403,6.2974,17.7328,11.1281,50.375,54.5339,3.4898,1712.4961
2014-06-09,1.2356,1.6794,10.479,172.2393,13.0182,1.7979,1.8316,1.5073,2.0994,99.4289,5.8084,33.9191,9.2195,375.641,5.3699,1.9786,10.0273,5.0704,6.2988,17.866,11.2172,50.4005,54.5049,3.5041,1706.2704
2014-06-10,1.2374,1.6761,10.432,171.64940000000001,12.9925,1.7903,1.8296,1.5078,2.0946,99.2838,5.8035,33.9613,9.233,377.3421,5.3761,1.9696,10.0149,5.0865,6.2864,17.9809,11.2271,50.2646,54.423,3.4913,1704.9289
2014-06-11,1.2405,1.6788,10.4551,171.0865,13.0136,1.7879,1.8254,1.5099,2.0985,99.6116,5.8043,34.0462,9.2557,379.0419,5.3915,1.9637,10.0687,5.1029,6.2967,18.079,11.2367,50.3783,54.5358,3.5372,1705.325
2014-06-12,1.2429,1.6842,10.4715,171.4684,13.0551,1.7869,1.8277,1.5133,2.1032,99.6878,5.8236,34.0767,9.2719,380.4147,5.4029,1.9399,10.0895,5.1109,6.3168,17.9957,11.2664,50.4889,54.6354,3.5503,1714.0103
2014-06-13,1.2537,1.6961,10.5311,173.1379,13.1468,1.8055,1.8437,1.527,2.1203,101.1808,5.8566,34.4022,9.3508,384.6282,5.4586,1.9599,10.174,5.1649,6.3614,18.2416,11.2747,50.9093,54.9197,3.6017,1726.7146
2014-06-16,1.2515,1.6986,10.5738,173.0704,13.1669,1.8076,1.8432,1.5242,2.1239,102.0774,5.8705,34.3437,9.3318,385.1512,5.478,1.9574,10.1679,5.1848,6.3709,18.243,11.2523,50.9784,54.9922,3.6401,1732.4871
2014-06-17,1.2529,1.6969,10.5654,173.3723,13.1539,1.8174,1.8427,1.5269,2.1277,102.1703,5.8713,34.3715,9.3418,385.6739,5.4666,1.9611,10.1813,5.1887,6.3646,18.3817,11.269,50.9969,55.1153,3.6483,1735.4196
2014-06-18,1.2481,1.6939,10.5545,173.0149,13.1299,1.8138,1.8419,1.5201,2.1203,102.1422,5.8502,34.3061,9.306,383.062,5.4772,1.9535,10.2131,5.1663,6.3535,18.1777,11.2831,50.8263,55.0009,3.6292,1731.5893
2014-06-19,1.2511,1.7055,10.623,173.637,13.2183,1.8128,1.8476,1.5208,2.1307,102.4238,5.8667,34.3364,9.3286,381.6607,5.4798,1.9556,10.4547,5.1771,6.3972,18.1815,11.4044,51.165,55.3946,3.6327,1737.5122
2014-06-20,1.2535,1.7018,10.592,173.8389,13.1913,1.8139,1.8333,1.526,2.1288,102.4909,5.8653,34.4045,9.3459,384.1335,5.4858,1.9592,10.4486,5.2272,6.3833,18.2293,11.4701,51.0923,55.2404,3.6516,1737.8952
2014-06-23,1.2513,1.7008,10.5875,173.2945,13.1832,1.8049,1.8261,1.5224,2.1238,102.3541,5.8528,34.3714,9.3289,382.0543,5.4723,1.9518,10.4058,5.2049,6.3794,18.0545,11.4024,51.0138,55.1995,3.6341,1732.2648
2014-06-24,1.2482,1.6971,10.5743,173.3418,13.1554,1.8093,1.8229,1.5194,2.1198,102.106,5.8328,34.2441,9.3053,381.5105,5.4536,1.9543,10.3863,5.1828,6.3653,17.9142,11.4251,50.8214,55.037,3.6197,1728.4115
2014-06-25,1.2455,1.6981,10.5865,172.8836,13.1635,1.8086,1.8214,1.5149,2.1225,102.1152,5.8294,34.1526,9.2851,382.0289,5.4752,1.946,10.4382,5.1591,6.3692,17.965,11.4384,50.8921,55.1118,3.621,1731.9771
2014-06-26,1.2515,1.7007,10.5843,172.7061,13.1838,1.8093,1.8225,1.5214,2.1264,102.3566,5.828,34.3707,9.3315,386.4966,5.472,1.9421,10.469,5.1972,6.3785,18.1232,11.4888,50.8849,55.2557,3.6199,1728.2513
2014-06-27,1.2475,1.7016,10.5805,172.4912,13.1905,1.8068,1.8173,1.516,2.126,102.1896,5.8338,34.2491,9.3012,386.2033,5.4664,1.9403,10.441,5.1849,6.3817,18.0843,11.463,50.8574,55.2339,3.6168,1724.7418
2014-06-30,1.2488,1.7097,10.6063,173.1926,13.2507,1.8113,1.821,1.516,2.1317,102.7102,5.8614,34.2827,9.3101,386.5588,5.4898,1.9528,10.4917,5.1915,6.4122,18.1878,11.4339,51.0781,55.4712,3.6275,1730.2164
2014-07-01,1.2528,1.7138,10.6247,174.0021,13.2821,1.8074,1.8266,1.5203,2.1357,102.9308,5.8703,34.3825,9.3408,391.4304,5.497,1.9544,10.5744,5.2158,6.4276,18.3068,11.4797,51.2289,55.5271,3.6521,1733.1659
2014-07-02,1.2574,1.7169,10.6621,174.7117,13.3063,1.8193,1.8312,1.5263,2.1418,102.4861,5.8795,34.504,9.3776,392.005,5.5001,1.9593,10.5961,5.2185,6.4392,18.4386,11.5183,51.3096,55.5932,3.6563,1732.6955
2014-07-03,1.2596,1.7143,10.6484,175.1843,13.2875,1.8309,1.8252,1.5314,2.1376,102.4123,5.8586,34.5556,9.3922,390.9133,5.4763,1.9567,10.6206,5.2182,6.4295,18.439,11.6972,51.2233,55.5605,3.6515,1730.1573
2014-07-04,1.2619,1.7148,10.6383,175.0296,13.2904,1.8321,1.8233,1.5342,2.1353,102.4164,5.8595,34.638,9.4091,391.6947,5.4634,1.9618,10.6219,5.2297,6.4314,18.4449,11.7455,51.2468,55.5252,3.6577,1730.5761
2014-07-07,1.2598,1.7129,10.6261,174.4589,13.2753,1.8275,1.8272,1.5313,2.1358,102.804,5.8598,34.5666,9.3929,390.7659,5.4624,1.9554,10.5585,5.2197,6.4242,18.4711,11.7032,51.2414,55.5151,3.6497,1732.5984
2014-07-08,1.2575,1.712,10.6161,173.8536,13.268,1.8211,1.8265,1.528,2.128,102.3605,5.8684,34.5167,9.3758,388.9537,5.4296,1.9486,10.5806,5.1988,6.4207,18.3304,11.6931,51.1888,55.4517,3.6335,1732.7152
2014-07-09,1.2565,1.7138,10.6245,174.2763,13.2821,1.8222,1.825,1.5272,2.1285,102.4081,5.8749,34.4808,9.3666,389.3744,5.437,1.946,10.5483,5.1839,6.4273,18.3128,11.627,51.2512,55.2015,3.635,1735.6509
2014-07-10,1.2581,1.7111,10.6128,173.3173,13.2612,1.8232,1.8251,1.5277,2.1255,102.9997,5.8668,34.5302,9.3794,390.2531,5.4447,1.9416,10.5474,5.2113,6.4173,18.3113,11.6036,51.2132,55.0546,3.6366,1733.9432
2014-07-11,1.2576,1.7102,10.6091,173.2433,13.2542,1.823,1.8332,1.5269,2.1222,102.7061,5.8591,34.5033,9.3764,390.1555,5.447,1.943,10.5599,5.2095,6.4138,18.3256,11.6188,51.1863,54.9658,3.6249,1743.6344
2014-07-14,1.2541,1.7089,10.6053,173.573,13.2441,1.8191,1.8331,1.5233,2.1201,102.7476,5.8441,34.4087,9.3515,388.4057,5.4352,1.9408,10.5427,5.1905,6.4089,18.2584,11.6074,51.1764,54.9155,3.6176,1741.9672
2014-07-15,1.2634,1.7143,10.6415,174.3443,13.286,1.8303,1.8441,1.535,2.1328,103.0723,5.8425,34.66,9.4208,390.8943,5.4523,1.9563,10.6364,5.2281,6.4291,18.365,11.6697,51.4547,55.1147,3.6446,1760.5861
2014-07-16,1.2665,1.7142,10.634,174.2827,13.2862,1.8308,1.8443,1.5394,2.1296,103.0663,5.8579,34.7577,9.4441,391.524,5.4657,1.9654,10.6227,5.2328,6.4288,18.2945,11.7022,51.4003,55.043,3.6288,1769.3115
2014-07-17,1.2645,1.7094,10.6039,173.5896,13.2499,1.8237,1.8393,1.5362,2.1227,102.8802,5.8313,34.7103,9.4296,392.1959,5.4308,1.9684,10.6012,5.2361,6.4109,18.2219,11.6723,51.2649,54.9743,3.6285,1759.3145
2014-07-18,1.2634,1.7067,10.5943,173.0423,13.2291,1.8193,1.8332,1.5352,2.1182,102.8884,5.853,34.6634,9.4205,391.5088,5.4333,1.9678,10.5704,5.2304,6.4008,18.1951,11.6822,51.2019,54.8533,3.6237,1757.0476
2014-07-21,1.2622,1.7065,10.5953,172.9196,13.2283,1.8207,1.8345,1.5331,2.1173,102.9873,5.8364,34.6803,9.4124,391.0056,5.4139,1.9635,10.5798,5.2378,6.4001,18.1597,11.6899,51.1489,54.4544,3.618,1752.6608
2014-07-22,1.2666,1.7058,10.5802,173.1387,13.2223,1.8164,1.8337,1.5391,2.115,102.638,5.8287,34.8126,9.4446,390.0998,5.4159,1.9693,10.565,5.2423,6.3974,18.0436,11.6825,51.145,54.1933,3.595,1747.7627
2014-07-23,1.2656,1.7041,10.5624,173.0002,13.2076,1.8048,1.8307,1.5374,2.1097,102.2801,5.8171,34.7401,9.4377,388.9373,5.3977,1.9639,10.5459,5.2329,6.3911,17.9166,11.6427,51.0429,54.233,3.5646,1745.254
2014-07-24,1.2602,1.6974,10.5144,172.7444,13.1554,1.8013,1.8242,1.5314,2.1058,102.0901,5.7869,34.6336,9.3976,387.7467,5.3892,1.9769,10.5437,5.2186,6.3661,17.8071,11.6145,50.8609,54.0282,3.5482,1747.3884
2014-07-25,1.2638,1.6975,10.5097,172.8395,13.1558,1.8035,1.8308,1.5356,2.1064,101.867,5.8087,34.7285,9.4238,389.3685,5.3887,1.9845,10.5563,5.2335,6.3665,17.8076,11.5829,50.8758,54.0314,3.5471,1741.4653
2014-07-28,1.2649,1.7,10.5179,173.026,13.1753,1.8074,1.8363,1.5366,2.1104,102.221,5.8286,34.7678,9.4316,390.317,5.3967,1.9881,10.5736,5.2423,6.376,17.933,11.6135,50.9541,54.094,3.5715,1745.05
2014-07-29,1.2636,1.6946,10.4726,173.0864,13.1333,1.8055,1.8369,1.5367,2.1059,101.8963,5.8121,34.7348,9.4218,392.1929,5.3795,1.9911,10.579,5.2426,6.3556,17.9221,11.5968,50.7787,53.9476,3.5737,1737.0497
2014-07-30,1.2635,1.6903,10.4312,173.7628,13.1,1.8127,1.8439,1.5378,2.1054,101.5279,5.7982,34.7966,9.4212,393.3631,5.3811,1.9945,10.584,5.2523,6.3395,18.0549,11.6435,50.7022,54.0727,3.6166,1732.473
2014-07-31,1.2618,1.6883,10.4231,173.6079,13.0845,1.816,1.8381,1.5352,2.1065,102.235,5.7861,34.9004,9.4067,396.5865,5.3975,1.989,10.6333,5.2716,6.332,18.089,11.6604,50.7267,54.3295,3.6239,1735.5724
2014-08-01,1.2538,1.6839,10.4053,172.5492,13.0504,1.8068,1.8353,1.5243,2.0986,103.0884,5.7637,34.6823,9.3481,393.6414,5.4087,1.9759,10.5661,5.2417,6.3153,17.9315,11.5646,50.5507,54.1374,3.5875,1746.6253
2014-08-04,1.2549,1.684,10.4038,172.5258,13.0512,1.8051,1.8388,1.5265,2.0983,102.6145,5.7566,34.7116,9.3563,393.7365,5.3922,1.9758,10.5615,5.2381,6.3158,18.0159,11.6075,50.5217,54.1574,3.5932,1740.1614
2014-08-05,1.2619,1.6871,10.4103,173.5014,13.0752,1.8116,1.8482,1.5353,2.1069,102.66,5.7728,35.0229,9.4085,397.6781,5.3776,1.99,10.5879,5.2779,6.3275,18.1259,11.6242,50.64,54.3499,3.6205,1734.6762
2014-08-06,1.2602,1.6833,10.3733,172.3194,13.0459,1.8051,1.8404,1.5308,2.1029,103.523,5.7813,35.0069,9.3955,399.004,5.3866,1.9914,10.5724,5.2946,6.3132,18.0825,11.6412,50.5175,54.278,3.6376,1740.5322
2014-08-07,1.2615,1.6843,10.3783,172.1018,13.0553,1.8156,1.8389,1.5317,2.1077,103.1213,5.8418,35.0623,9.4048,397.2082,5.4024,1.9869,10.5363,5.3022,6.317,18.0663,11.6425,50.5812,54.3187,3.6465,1746.6191
2014-08-08,1.2523,1.6797,10.3397,171.0606,13.0199,1.8114,1.8438,1.5198,2.1011,102.7053,5.8302,34.8989,9.3358,392.2431,5.3876,1.9812,10.465,5.2659,6.2997,17.9627,11.5722,50.3843,53.9856,3.624,1741.093
2014-08-11,1.2541,1.679,10.3306,171.4427,13.0146,1.8124,1.8377,1.5215,2.0979,102.7128,5.8243,34.9219,9.3501,392.9372,5.3686,1.9837,10.3736,5.2671,6.2971,17.8777,11.5221,50.3985,53.8623,3.614,1730.6293
2014-08-12,1.2581,1.6806,10.3483,171.7405,13.0268,1.8124,1.8386,1.5267,2.1018,102.6595,5.8619,35.0953,9.3801,394.6479,5.3712,1.9915,10.3747,5.2822,6.3031,17.8396,11.5634,50.4709,53.9136,3.6301,1726.2283
2014-08-13,1.2477,1.6694,10.272,170.8965,12.9397,1.7937,1.823,1.514,2.0837,102.2007,5.8184,34.7455,9.3021,391.4356,5.3304,1.9731,10.282,5.2259,6.2611,17.6456,11.4693,50.0795,53.354,3.5992,1719.0647
2014-08-14,1.2471,1.6686,10.2652,170.9481,12.9327,1.7911,1.8199,1.5104,2.0781,101.3925,5.7934,34.7213,9.2971,389.8638,5.3036,1.9649,10.2608,5.2143,6.2581,17.5984,11.43,50.0188,53.1366,3.5913,1703.9743
2014-08-15,1.2467,1.6685,10.2563,170.7877,12.9315,1.7939,1.8205,1.5088,2.0793,101.4114,5.8202,34.7576,9.295,391.2117,5.2633,1.968,10.2635,5.2388,6.258,17.712,11.4374,49.9866,53.2502,3.6305,1703.8722
2014-08-18,1.2514,1.6723,10.2721,171.4944,12.9613,1.7937,1.8203,1.5154,2.0813,101.6424,5.874,34.9515,9.3304,392.4893,5.2786,1.9737,10.2962,5.2393,6.272,17.7545,11.4701,50.1364,53.2293,3.6242,1701.7325
2014-08-19,1.2477,1.6618,10.2048,170.8663,12.8798,1.7842,1.8144,1.5104,2.0713,100.8297,5.8686,34.878,9.3027,390.9017,5.2471,1.9671,10.2342,5.2191,6.2324,17.6309,11.4158,49.8407,52.9616,3.5978,1691.6293
2014-08-20,1.2528,1.6646,10.2198,171.9865,12.9018,1.7878,1.8221,1.5169,2.0806,100.8997,5.8819,34.9921,9.3408,393.7561,5.2718,1.9791,10.2776,5.244,6.2431,17.8042,11.4811,49.9147,53.1923,3.6235,1702.6361
2014-08-21,1.2494,1.6597,10.2088,172.2603,12.8628,1.7831,1.8164,1.513,2.0735,100.7023,5.8455,34.7395,9.3145,392.3484,5.2612,1.9744,10.2086,5.2306,6.2245,17.6962,11.4422,49.7786,53.044,3.6015,1698.9519
2014-08-22,1.2524,1.657,10.1922,172.4937,12.8419,1.7815,1.8154,1.5163,2.0698,100.1988,5.8585,34.9259,9.3366,392.365,5.2378,1.9747,10.2185,5.2443,6.2146,17.737,11.4647,49.6686,52.9412,3.6111,1686.9089
2014-08-26,1.2555,1.6577,10.1985,172.4505,12.8483,1.7785,1.8168,1.5175,2.0701,100.1831,5.9119,34.83,9.3592,393.1702,5.2375,1.9886,10.2338,5.2539,6.2172,17.7022,11.5065,49.6531,52.9221,3.5886,1685.3007
2014-08-27,1.2561,1.6584,10.1876,172.3575,12.8528,1.776,1.8068,1.5163,2.0677,100.2586,5.9087,34.7896,9.3621,393.1148,5.2206,1.9821,10.2475,5.2721,6.2198,17.6409,11.513,49.5638,52.903,3.5755,1682.1981
2014-08-28,1.2586,1.6582,10.1852,172.0383,12.8512,1.7727,1.8005,1.5174,2.0711,100.3211,5.9092,35.0481,9.3788,397.5653,5.2213,1.979,10.2498,5.3144,6.2189,17.6479,11.564,49.5478,52.9795,3.5835,1683.2388
2014-08-29,1.2609,1.6608,10.2023,172.5239,12.8715,1.7755,1.8018,1.5211,2.0725,100.5116,5.9266,34.9825,9.3934,397.5606,5.234,1.984,10.2607,5.3129,6.2288,17.6626,11.5778,49.6172,53.0626,3.5848,1684.2173
2014-09-01,1.2647,1.6615,10.2041,173.2114,12.877,1.7785,1.8056,1.5271,2.0755,100.5706,5.9399,35.0867,9.4217,397.4345,5.2362,1.9825,10.2923,5.3213,6.2315,17.7332,11.6248,49.6215,53.1182,3.591,1683.1826
2014-09-02,1.258,1.6507,10.1485,173.5546,12.7934,1.7795,1.8036,1.518,2.0695,100.1727,5.909,34.9211,9.3682,397.2398,5.2501,1.9874,10.2226,5.2998,6.191,17.7178,11.5667,49.431,53.0122,3.584,1681.403
2014-09-03,1.2523,1.6452,10.1028,172.6308,12.751,1.7609,1.7915,1.5121,2.0595,99.5181,5.8837,34.6736,9.3269,392.8217,5.2301,1.9767,10.2448,5.2541,6.1705,17.5893,11.5382,49.1898,52.6958,3.552,1678.0217
2014-09-04,1.2646,1.6398,10.0656,172.3758,12.7089,1.7497,1.7782,1.5255,2.0565,98.9783,5.8923,34.9812,9.4148,396.4252,5.2113,1.9695,10.2578,5.3024,6.1501,17.5127,11.5767,49.0538,52.5392,3.5436,1671.1202
2014-09-05,1.2595,1.6321,10.0211,171.191,12.6489,1.7409,1.7767,1.519,2.0458,98.5707,5.8819,34.7693,9.3775,395.3541,5.1966,1.96,10.2555,5.2653,6.1212,17.4773,11.5738,48.8063,52.2272,3.5242,1672.3313
2014-09-08,1.2481,1.6161,9.9229,170.3208,12.5254,1.7349,1.7635,1.5054,2.0293,97.4104,5.8104,34.5,9.2923,392.4172,5.1295,1.9469,10.1971,5.2169,6.0613,17.382,11.4418,48.3691,51.7637,3.4997,1655.2904
2014-09-09,1.2472,1.6106,9.883,171.094,12.4828,1.7469,1.7721,1.5049,2.0335,97.6104,5.8426,34.5442,9.286,394.5558,5.1378,1.9492,10.2321,5.2378,6.0404,17.5762,11.4612,48.2874,51.7164,3.5361,1666.0046
2014-09-10,1.2502,1.6146,9.8949,172.2455,12.5136,1.7634,1.7706,1.5138,2.0412,98.3776,5.8445,34.5648,9.3057,393.7424,5.1691,1.9599,10.2497,5.2454,6.0554,17.6508,11.4576,48.4243,51.9417,3.5439,1670.9495
2014-09-11,1.2544,1.6234,9.9506,173.4116,12.5822,1.782,1.7879,1.5177,2.0502,98.9138,5.8928,34.6142,9.3361,394.6611,5.1835,1.9831,10.343,5.2613,6.0889,17.7933,11.5504,48.7199,52.3059,3.572,1682.3294
2014-09-12,1.2544,1.6228,9.9549,174.24,12.5782,1.7943,1.7969,1.5176,2.0499,98.4309,5.8908,34.6123,9.3372,394.7429,5.1881,1.9899,10.3418,5.2693,6.0866,17.863,11.5799,48.7132,52.3272,3.5898,1680.0848
2014-09-15,1.2547,1.6234,9.9701,174.0934,12.5828,1.7978,1.7965,1.5189,2.0515,99.1086,5.871,34.5796,9.3393,394.3385,5.2371,1.9878,10.3946,5.2644,6.0889,17.8595,11.5597,48.9139,52.4034,3.5975,1685.9821
2014-09-16,1.2531,1.6218,9.9674,173.8245,12.5709,1.7964,1.7884,1.5151,2.0457,99.0271,5.9124,34.4924,9.329,393.5954,5.2319,1.989,10.3995,5.2576,6.0829,17.777,11.561,48.9029,52.2706,3.5913,1680.5092
2014-09-17,1.2596,1.6324,10.0205,175.4667,12.6529,1.804,1.7878,1.5256,2.063,99.3315,5.9419,34.6923,9.3782,394.0684,5.2514,2.0005,10.4673,5.2723,6.1225,17.8723,11.6468,49.234,52.6123,3.6109,1689.4524
2014-09-18,1.2684,1.6389,10.0628,178.0665,12.7036,1.824,1.7933,1.5309,2.0763,99.5632,5.9677,34.9203,9.443,395.5379,5.2961,2.0122,10.3726,5.3253,6.1469,18.0964,11.6602,49.5669,52.8709,3.6482,1710.9297
2014-09-19,1.2703,1.6312,10.0161,177.7682,12.6439,1.8242,1.7849,1.5333,2.0656,99.2259,5.9516,34.983,9.4565,395.3192,5.272,2.0086,10.3764,5.312,6.118,18.0761,11.6709,49.3177,52.5165,3.6433,1703.299
2014-09-22,1.2734,1.6327,10.0248,177.9806,12.6557,1.8407,1.7981,1.5375,2.0732,99.4069,5.9791,35.0212,9.4785,397.7207,5.2957,2.0132,10.3865,5.3212,6.1238,18.2152,11.686,49.4226,52.6219,3.6677,1699.4774
2014-09-23,1.2718,1.636,10.0398,178.095,12.6815,1.849,1.8071,1.5351,2.0756,99.8418,5.9878,34.9863,9.4661,395.7482,5.308,2.0308,10.384,5.3061,6.1361,18.221,11.6788,49.4407,52.7365,3.6663,1701.6854
2014-09-24,1.2773,1.6347,10.0282,177.8554,12.6724,1.8425,1.8126,1.5427,2.0705,99.7249,5.998,35.1477,9.508,395.8253,5.2989,2.0249,10.4235,5.3287,6.1314,18.2225,11.7171,49.4039,52.6782,3.6576,1700.1207
2014-09-25,1.2807,1.6325,10.0162,177.4854,12.6586,1.8517,1.8103,1.5458,2.0698,100.1294,5.9918,35.2127,9.5328,398.3341,5.3105,2.0553,10.4466,5.3501,6.1235,18.2946,11.7709,49.4737,52.7134,3.6909,1702.4526
2014-09-26,1.2795,1.6244,9.952,177.3845,12.6024,1.8512,1.8114,1.5443,2.0679,99.3239,5.9819,35.2196,9.5234,399.4852,5.2931,2.0599,10.473,5.3469,6.0931,18.2482,11.7876,49.2745,52.5331,3.6768,1696.4421
2014-09-29,1.2804,1.6242,9.988,177.6225,12.6114,1.8624,1.8124,1.5446,2.0704,99.9451,5.9836,35.2599,9.5306,399.4239,5.3249,2.0909,10.4831,5.3515,6.0924,18.306,11.7859,49.4869,52.6078,3.7032,1710.9323
2014-09-30,1.2833,1.6212,9.9509,177.8456,12.5885,1.8526,1.8114,1.5491,2.0675,100.4009,5.9733,35.3012,9.5527,398.6589,5.3175,2.0798,10.4131,5.36,6.0819,18.3163,11.6874,49.308,52.5917,3.698,1710.2849
2014-10-01,1.2866,1.6203,9.9454,177.5687,12.5823,1.8609,1.8121,1.5526,2.0659,99.9482,5.9292,35.3432,9.5758,398.4235,5.3024,2.0824,10.4627,5.3717,6.0786,18.2515,11.7086,49.2879,52.5868,3.7,1722.2979
2014-10-02,1.2738,1.6118,9.8932,174.8803,12.511,1.8372,1.7978,1.5386,2.0502,99.1982,5.9085,35.0423,9.4825,394.5108,5.2408,2.0514,10.4138,5.3196,6.047,18.0406,11.6059,49.0342,52.2546,3.658,1710.6839
2014-10-03,1.2758,1.5962,9.7983,175.1989,12.3889,1.843,1.7989,1.5434,2.0465,98.2381,5.8927,35.0689,9.4976,395.2416,5.1996,2.0596,10.4101,5.3438,5.9885,18.1225,11.6147,48.7224,52.076,3.6687,1694.1269
2014-10-06,1.2735,1.6007,9.8259,174.7644,12.4152,1.8336,1.7907,1.5442,2.0457,98.5151,5.8947,34.9813,9.48,391.8397,5.2143,2.0551,10.4134,5.3246,6.0053,17.9891,11.5768,48.7245,52.2148,3.6365,1710.9882
2014-10-07,1.2736,1.6084,9.8732,174.2058,12.4722,1.8248,1.7975,1.5445,2.0525,98.5708,5.9664,34.9699,9.481,392.1343,5.2418,2.0494,10.4242,5.3286,6.0339,17.9715,11.5781,48.8913,52.4258,3.6482,1720.425
2014-10-08,1.2671,1.6076,9.8683,174.0709,12.4702,1.8375,1.8002,1.5369,2.054,98.6263,5.9835,34.8307,9.4318,389.1464,5.2609,2.0613,10.3962,5.309,6.0299,17.9746,11.5866,48.8895,52.4238,3.6766,1728.6523
2014-10-09,1.2714,1.6163,9.9078,174.4149,12.5359,1.8315,1.7972,1.5384,2.0525,98.4892,5.9756,34.945,9.4634,388.8884,5.2376,2.0426,10.4259,5.3096,6.0627,17.8706,11.6276,49.1,52.36,3.6578,1721.6343
2014-10-10,1.2696,1.603,9.8277,172.9797,12.4383,1.8381,1.7941,1.5358,2.0417,98.2399,5.9769,34.956,9.4503,388.5364,5.2218,2.047,10.4412,5.3153,6.0129,17.8018,11.5949,48.7601,52.0174,3.6605,1721.7823
2014-10-13,1.2662,1.6057,9.8349,172.3719,12.458,1.8342,1.8003,1.5294,2.0428,97.9638,5.9997,34.8655,9.4264,386.8571,5.237,2.0416,10.4442,5.3105,6.0231,17.7314,11.5197,48.8133,52.0729,3.649,1713.603
2014-10-14,1.2568,1.5918,9.7498,170.4181,12.3462,1.8238,1.7881,1.5175,2.0289,97.7365,5.9646,34.6172,9.3561,385.0934,5.1996,2.0273,10.4417,5.2821,5.9715,17.6101,11.5147,48.4671,51.7255,3.6198,1694.9168
2014-10-15,1.2495,1.5942,9.7643,169.32,12.3662,1.8145,1.8058,1.5084,2.0289,97.852,5.9092,34.4104,9.3028,383.3502,5.2258,2.0114,10.4798,5.2616,5.98,17.6016,11.4858,48.3919,51.7158,3.6109,1690.2745
2014-10-16,1.2534,1.602,9.809,169.9562,12.4254,1.8273,1.8067,1.5126,2.0424,99.0677,5.9338,34.5243,9.3327,385.929,5.2562,2.0159,10.5479,5.2907,6.0096,17.7506,11.4993,48.696,51.9689,3.6261,1700.0424
2014-10-17,1.2608,1.6096,9.8569,171.6799,12.4879,1.8385,1.8097,1.5225,2.0527,98.9582,5.9975,34.6681,9.3881,385.5249,5.2714,2.0277,10.5656,5.3241,6.0383,17.84,11.5613,48.9005,52.1349,3.6166,1711.5199
2014-10-20,1.2621,1.6131,9.8775,172.4243,12.5144,1.8364,1.8183,1.5226,2.0501,98.7862,6.0386,34.7963,9.3985,387.3535,5.2781,2.0242,10.6047,5.3318,6.0514,17.8119,11.612,49.0019,52.0951,3.6279,1707.3131
2014-10-21,1.2673,1.6132,9.8736,172.1446,12.5121,1.8313,1.8108,1.529,2.051,98.6472,6.0406,34.9571,9.4375,388.6305,5.2631,2.021,10.5875,5.3514,6.0526,17.7065,11.6601,49.0356,52.0338,3.6157,1702.7003
2014-10-22,1.2673,1.6051,9.82,172.0988,12.4506,1.8231,1.7992,1.5287,2.0418,98.2321,6.0231,35.113,9.4361,388.7926,5.2366,2.0187,10.5962,5.3572,6.022,17.6762,11.6558,48.7854,51.8929,3.6043,1690.8605
2014-10-23,1.2676,1.6032,9.81,173.37,12.436,1.8293,1.8031,1.5296,2.0449,98.0677,6.0513,35.1099,9.4374,390.837,5.2473,2.0467,10.5451,5.3653,6.0152,17.5956,11.6407,48.7653,51.8956,3.5912,1698.5423
2014-10-24,1.2695,1.6083,9.8376,173.9698,12.4767,1.828,1.8055,1.5314,2.0524,98.3797,6.0811,35.1163,9.4513,391.6589,5.272,2.0472,10.5986,5.3491,6.0339,17.6098,11.6614,48.8843,52.1411,3.5902,1699.2333
2014-10-27,1.2692,1.6133,9.8669,173.7685,12.5149,1.8335,1.8146,1.5302,2.0566,98.8792,6.0742,35.1928,9.4483,392.4669,5.2852,2.0458,10.6608,5.3612,6.0531,17.6535,11.7641,49.0338,52.3113,3.6017,1696.9819
2014-10-28,1.2674,1.6156,9.8762,174.501,12.5329,1.8262,1.8058,1.5288,2.0559,98.8553,6.0461,35.217,9.4356,391.1813,5.2887,2.0376,10.6808,5.3463,6.0611,17.5386,11.8399,49.0633,52.3939,3.5632,1692.5026
2014-10-29,1.2655,1.6149,9.8682,174.5868,12.5235,1.8139,1.7984,1.5264,2.0519,98.8642,6.0338,35.1137,9.4211,391.3927,5.2848,2.0277,10.7276,5.3398,6.0585,17.4942,11.7887,48.971,52.4035,3.5386,1686.5854
2014-10-30,1.2696,1.6023,9.7965,174.6026,12.4265,1.8158,1.7943,1.5307,2.0458,98.4453,6.0359,35.2529,9.4513,391.7834,5.2692,2.0438,10.7415,5.3465,6.0113,17.4271,11.7573,48.7059,52.1388,3.5299,1690.2663
2014-10-31,1.277,1.5999,9.7792,179.3328,12.4075,1.8199,1.8036,1.5397,2.0568,98.3059,6.0652,35.5237,9.5046,393.8265,5.2645,2.0567,10.8018,5.3791,6.0025,17.6765,11.8403,48.7354,52.1647,3.5494,1717.8846
